,biourl,Feature
12,http://www.nndb.com/people/458/000032362/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
13,http://www.nndb.com/people/458/000032362/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
14,http://www.nndb.com/people/463/000032367/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
15,http://www.nndb.com/people/676/000032580/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
16,http://www.nndb.com/people/380/000044248/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
17,http://www.nndb.com/people/281/000064089/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/241/000069034/"">Gay</a><', '<b>Occupation:</b> Choreographer, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
18,http://www.nndb.com/people/982/000024910/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, <a class=""proflink"" href=""/lists/240/000069033/"">Screenwriter</a></p>']"
19,http://www.nndb.com/people/463/000032367/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
20,http://www.nndb.com/people/537/000026459/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
21,http://www.nndb.com/people/704/000024632/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/288/000092012/"">Agnostic</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
22,http://www.nndb.com/people/723/000032627/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
23,http://www.nndb.com/people/723/000032627/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
24,http://www.nndb.com/people/382/000044250/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
25,http://www.nndb.com/people/458/000032362/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
26,http://www.nndb.com/people/538/000032442/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
27,http://www.nndb.com/people/537/000026459/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
28,http://www.nndb.com/people/384/000044252/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/873/000071660/"">Presbyterian</a> <font size=""-1""><a href=""#FN2"">[2]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
29,http://www.nndb.com/people/382/000044250/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
30,http://www.nndb.com/people/462/000032366/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
31,http://www.nndb.com/people/825/000032729/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
32,http://www.nndb.com/people/463/000032367/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
33,http://www.nndb.com/people/982/000024910/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, <a class=""proflink"" href=""/lists/240/000069033/"">Screenwriter</a></p>']"
34,http://www.nndb.com/people/460/000032364/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
35,http://www.nndb.com/people/462/000032366/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
36,http://www.nndb.com/people/249/000043120/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
37,http://www.nndb.com/people/373/000041250/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/241/000069034/"">Gay</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
38,http://www.nndb.com/people/460/000032364/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
39,http://www.nndb.com/people/538/000032442/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
40,http://www.nndb.com/people/455/000023386/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
41,http://www.nndb.com/people/399/000025324/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Author</p>']"
42,http://www.nndb.com/people/290/000064098/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
43,http://www.nndb.com/people/771/000032675/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/241/000069034/"">Gay</a><', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
44,http://www.nndb.com/people/509/000032413/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
45,http://www.nndb.com/people/112/000024040/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
46,http://www.nndb.com/people/159/000032063/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Choreographer, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
47,http://www.nndb.com/people/783/000032687/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
48,http://www.nndb.com/people/866/000022800/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>', '<b>Party Affiliation:</b> Democratic</p>']"
49,http://www.nndb.com/people/622/000023553/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
50,http://www.nndb.com/people/679/000032583/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
51,http://www.nndb.com/people/501/000022435/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/288/000092012/"">Agnostic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Actor</p>']"
52,http://www.nndb.com/people/810/000043681/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
53,http://www.nndb.com/people/267/000064075/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, <a class=""proflink"" href=""/lists/240/000069033/"">Screenwriter</a></p>']"
54,http://www.nndb.com/people/795/000022729/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
55,http://www.nndb.com/people/719/000022653/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/871/000071658/"">Baptist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor<', '<b>Party Affiliation:</b> Democratic</p>']"
56,http://www.nndb.com/people/750/000023681/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Actor</p>']"
57,http://www.nndb.com/people/209/000024137/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> Film/TV Producer', '<b>Party Affiliation:</b> Democratic</p>']"
58,http://www.nndb.com/people/622/000023553/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
59,http://www.nndb.com/people/772/000023703/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Film/TV Producer', '<b>Party Affiliation:</b> Democratic</p>']"
60,http://www.nndb.com/people/545/000022479/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
61,http://www.nndb.com/people/268/000024196/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
62,http://www.nndb.com/people/748/000023679/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>', '<b>Party Affiliation:</b> Democratic</p>']"
63,http://www.nndb.com/people/545/000022479/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
64,http://www.nndb.com/people/758/000022692/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/871/000071658/"">Baptist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Film/TV Producer<', '<b>Party Affiliation:</b> Democratic</p>']"
65,http://www.nndb.com/people/578/000024506/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
66,http://www.nndb.com/people/849/000022783/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Republican</p>']"
67,http://www.nndb.com/people/734/000022668/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
68,http://www.nndb.com/people/224/000025149/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
69,http://www.nndb.com/people/583/000022517/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
70,http://www.nndb.com/people/513/000032417/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, <a class=""proflink"" href=""/lists/205/000068998/"">Playwright</a></p>']"
71,http://www.nndb.com/people/385/000025310/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a> <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, <a class=""proflink"" href=""/lists/240/000069033/"">Screenwriter</a>, Film/TV Producer</p>']"
72,http://www.nndb.com/people/734/000022668/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Democratic</p>']"
73,http://www.nndb.com/people/059/000025981/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
74,http://www.nndb.com/people/907/000025832/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/282/000069075/"">Atheist</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
75,http://www.nndb.com/people/365/000025290/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Film/TV Producer<', '<b>Party Affiliation:</b> Democratic</p>']"
76,http://www.nndb.com/people/541/000023472/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> See Note <font size=""-1""><a href=""#FN1"">[1]</a></font><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
77,http://www.nndb.com/people/848/000025773/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
78,http://www.nndb.com/people/849/000022783/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor, <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a><', '<b>Party Affiliation:</b> Republican</p>']"
79,http://www.nndb.com/people/394/000025319/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> Asian', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
80,http://www.nndb.com/people/678/000022612/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>', '<b>Party Affiliation:</b> Democratic</p>']"
81,http://www.nndb.com/people/400/000025325/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a>, Author</p>']"
82,http://www.nndb.com/people/887/000044755/,"['<p><b>Gender:</b> Male<', '<b>Religion:</b> <a class=""proflink"" href=""/lists/758/000094476/"">Roman Catholic</a><', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
83,http://www.nndb.com/people/837/000079600/,"['<p><b>Gender:</b> Female', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
84,http://www.nndb.com/people/093/000268286/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
85,http://www.nndb.com/people/302/000281456/,"['<p><b>Gender:</b> Male', '<b>Religion:</b> <a class=""proflink"" href=""/lists/875/000071662/"">Jewish</a>', '<b>Race or Ethnicity:</b> White', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
86,http://www.nndb.com/people/394/000025319/,"['<p><b>Gender:</b> Male', '<b>Race or Ethnicity:</b> Asian', '<b>Sexual orientation:</b> Straight', '<b>Occupation:</b> <a class=""proflink"" href=""/lists/166/000068959/"">Film Director</a></p>']"
87,http://www.nndb.com/people/738/000063549/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> <a class=""proflink"" href=""/lists/244/000069037/"">Bisexual</a><', '<b>Occupation:</b> Actor</p>']"
88,http://www.nndb.com/people/739/000063550/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
89,http://www.nndb.com/people/740/000063551/,"['<p><b>Gender:</b> Male<', '<b>Race or Ethnicity:</b> White<', '<b>Sexual orientation:</b> Straight<', '<b>Occupation:</b> Actor</p>']"
